date,channel,direction,assets_in,assets_out,unresolved,desc
2022-04-07,trade,both,,Mason McCoy,0,Baltimore Orioles traded SS Mason McCoy to Seattle Mariners.
2022-04-08,fa_minor,in,Matt Harvey,,0,Baltimore Orioles signed free agent RHP Matt Harvey to a minor league contract.
2022-05-05,fa_minor,in,Yeiber Cartaya,,0,Baltimore Orioles signed free agent RHP Yeiber Cartaya to a minor league contract.
2022-05-05,waiver_claim,in,Logan Allen,,0,Baltimore Orioles claimed LHP Logan Allen off waivers from Cleveland Guardians.
2022-05-10,fa_minor,in,Hector Perez,,0,Baltimore Orioles signed free agent RHP Hector Perez to a minor league contract.
2022-05-12,fa_minor,in,Jose Leandro,,0,Baltimore Orioles signed free agent LHP Jose Leandro to a minor league contract.
2022-05-14,waiver_claim,in,Beau Sulser,,0,Baltimore Orioles claimed RHP Beau Sulser off waivers from Pittsburgh Pirates.
2022-05-18,trade,both,Luis Osorio,Paul Fry,0,Baltimore Orioles traded LHP Paul Fry to Arizona Diamondbacks for RHP Luis Osorio.
2022-05-25,fa_minor,in,Anthony Bello,,0,Baltimore Orioles signed free agent Anthony Bello to a minor league contract.
2022-05-25,fa_minor,in,Nick Richmond,,0,Baltimore Orioles signed free agent RHP Nick Richmond to a minor league contract.
2022-05-25,waiver_claim,in,Chris Vallimont,,0,Baltimore Orioles claimed RHP Chris Vallimont off waivers from Minnesota Twins.
2022-06-01,fa_minor,in,Elías Moscoso,,0,Baltimore Orioles signed free agent RHP Elias Moscoso to a minor league contract.
2022-06-02,fa_minor,in,Juan Peña,,0,Baltimore Orioles signed free agent RHP Juan Pena to a minor league contract.
2022-06-02,fa_minor,in,Ronal Herrera,,0,Baltimore Orioles signed free agent RHP Ronal Herrera to a minor league contract.
2022-06-03,passive_loss,out,,Jahmai Jones,0,Baltimore Orioles released CF Jahmai Jones.
2022-06-07,fa_minor,in,Cesar Espinal,,0,Baltimore Orioles signed free agent RHP Cesar Espinal to a minor league contract.
2022-06-07,waiver_claim,in,Austin Voth,,0,Baltimore Orioles claimed RHP Austin Voth off waivers from Washington Nationals.
2022-06-11,fa_minor,in,Chris Givin,,0,Baltimore Orioles signed free agent SS Chris Givin to a minor league contract.
2022-06-12,passive_loss,out,,Chris Owings,0,Baltimore Orioles released SS Chris Owings.
2022-06-13,fa_minor,in,Eddy Alberto,,0,Baltimore Orioles signed free agent RHP Eddy Alberto to a minor league contract.
2022-06-15,waiver_claim,in,Jonathan Araúz,,0,Baltimore Orioles claimed SS Jonathan Arauz off waivers from Boston Red Sox.
2022-06-23,trade,both,,Patrick Dorrian,1,Baltimore Orioles traded 2B Patrick Dorrian to Milwaukee Brewers for cash.
2022-07-04,fa_minor,in,Geronimo Rombley,,0,Baltimore Orioles signed free agent RHP Geronimo Rombley to a minor league contract.
2022-07-06,waiver_claim,in,Kirk McCarty,,0,Baltimore Orioles claimed LHP Kirk McCarty off waivers from Cleveland Guardians.
2022-07-11,trade,both,,Cody Sedlock,0,Baltimore Orioles traded RHP Cody Sedlock to Detroit Tigers.
2022-07-12,waiver_claim,in,Louis Head,,0,Baltimore Orioles claimed RHP Louis Head off waivers from Miami Marlins.
2022-07-14,waiver_loss,out,,Kirk McCarty,0,Cleveland Guardians claimed LHP Kirk McCarty off waivers from Baltimore Orioles.
2022-07-15,fa_minor,in,Carson King,,0,Baltimore Orioles signed free agent RHP Carson King to a minor league contract.
2022-07-23,signed_other,in,Jud Fabian,,0,Baltimore Orioles signed OF Jud Fabian.
2022-07-23,signed_other,in,Dylan Beavers,,0,Baltimore Orioles signed OF Dylan Beavers.
2022-07-26,signed_other,in,Cameron Weston,,0,Baltimore Orioles signed RHP Cameron Weston.
2022-07-26,fa_minor,in,Maxwell Costes,,0,Baltimore Orioles signed free agent 1B Maxwell Costes to a minor league contract.
2022-07-26,signed_other,in,Douglas Hodo III,,0,Baltimore Orioles signed OF Douglas Hodo III.
2022-07-26,signed_other,in,Jared Beck,,0,Baltimore Orioles signed LHP Jared Beck.
2022-07-26,signed_other,in,Max Wagner,,0,Baltimore Orioles signed 3B Max Wagner.
2022-07-26,signed_other,in,Preston Johnson,,0,Baltimore Orioles signed RHP Preston Johnson.
2022-07-26,signed_other,in,Adam Retzbach,,0,Baltimore Orioles signed C Adam Retzbach.
2022-07-26,signed_other,in,Reese Sharp,,0,Baltimore Orioles signed RHP Reese Sharp.
2022-07-26,signed_other,in,Adam Crampton,,0,Baltimore Orioles signed SS Adam Crampton.
2022-07-26,signed_other,in,Graham Firoved,,0,Baltimore Orioles signed RHP Graham Firoved.
2022-07-26,signed_other,in,Trace Bright,,0,Baltimore Orioles signed RHP Trace Bright.
2022-07-26,signed_other,in,Wyatt Cheney,,0,Baltimore Orioles signed RHP Wyatt Cheney.
2022-07-26,signed_other,in,Bradley Brehmer,,0,Baltimore Orioles signed RHP Bradley Brehmer.
2022-07-26,signed_other,in,Silas Ardoin,,0,Baltimore Orioles signed C Silas Ardoin.
2022-07-27,signed_other,in,Jackson Holliday,,0,Baltimore Orioles signed SS Jackson Holliday.
2022-07-30,signed_other,in,Zack Showalter,,0,Baltimore Orioles signed RHP Zack Showalter.
2022-08-01,trade,both,Chayce McDermott,,0,Houston Astros traded RHP Chayce McDermott to Baltimore Orioles.
2022-08-01,trade,both,,Trey Mancini,0,Baltimore Orioles traded LF Trey Mancini to Houston Astros.
2022-08-01,trade,both,Seth Johnson,,0,Tampa Bay Rays traded RHP Seth Johnson to Baltimore Orioles.
2022-08-02,signed_other,in,Carter Young,,0,Baltimore Orioles signed SS Carter Young.
2022-08-02,fa_minor,in,Cooper Chandler,,0,Baltimore Orioles signed free agent RHP Cooper Chandler to a minor league contract.
2022-08-02,fa_minor,in,Trey Nordmann,,0,Baltimore Orioles signed free agent RHP Trey Nordmann to a minor league contract.
2022-08-02,fa_minor,in,Hayden Nierman,,0,Baltimore Orioles signed free agent RHP Hayden Nierman to a minor league contract.
2022-08-02,trade,both,Cade Povich; Juan Nuñez; Juan Rojas; Yennier Cano,Jorge López,1,"Baltimore Orioles traded RHP Jorge Lopez and cash to Minnesota Twins for RHP Yennier Cano, LHP Cade Povich, LHP Juan Rojas and RHP Juan Nunez."
2022-08-02,trade,both,Brett Phillips,,1,Tampa Bay Rays traded CF Brett Phillips to Baltimore Orioles for cash.
2022-08-08,waiver_loss,out,,Rylan Bannon,0,Los Angeles Dodgers claimed 3B Rylan Bannon off waivers from Baltimore Orioles.
2022-08-13,fa_minor,in,Ryan Hennen,,0,Baltimore Orioles signed free agent LHP Ryan Hennen to a minor league contract.
2022-08-24,waiver_claim,in,Phoenix Sanders,,0,Baltimore Orioles claimed RHP Phoenix Sanders off waivers from Tampa Bay Rays.
2022-08-31,fa_minor,in,Jesús Aguilar,,0,Baltimore Orioles signed free agent 1B Jesus Aguilar to a minor league contract.
2022-09-03,waiver_claim,in,Anthony Castro,,0,Baltimore Orioles claimed RHP Anthony Castro off waivers from Cleveland Guardians.
2022-09-05,waiver_claim,in,Jake Reed,,0,Baltimore Orioles claimed RHP Jake Reed off waivers from Los Angeles Dodgers.
2022-09-11,waiver_claim,in,Cam Gallagher,,0,Baltimore Orioles claimed C Cam Gallagher off waivers from San Diego Padres.
2022-10-11,waiver_claim,in,Jake Cave,,0,Baltimore Orioles claimed CF Jake Cave off waivers from Minnesota Twins.
2022-10-13,waiver_loss,out,,Jake Reed,0,Boston Red Sox claimed RHP Jake Reed off waivers from Baltimore Orioles.
2022-10-14,waiver_claim,in,Aramis Garcia,,0,Baltimore Orioles claimed C Aramis Garcia off waivers from Cincinnati Reds.
2022-10-14,waiver_claim,in,Mark Kolozsvary,,0,Baltimore Orioles claimed C Mark Kolozsvary off waivers from Cincinnati Reds.
2022-10-18,waiver_loss,out,,Beau Sulser,0,Pittsburgh Pirates claimed RHP Beau Sulser off waivers from Baltimore Orioles.
2022-11-06,passive_loss,out,,Rougned Odor,0,2B Rougned Odor elected free agency.
2022-11-06,passive_loss,out,,Jesús Aguilar,0,1B Jesus Aguilar elected free agency.
2022-11-06,passive_loss,out,,Robinson Chirinos,0,C Robinson Chirinos elected free agency.
2022-11-09,passive_loss,out,,Jordan Lyles,0,RHP Jordan Lyles elected free agency.
2022-11-09,waiver_claim,in,Daz Cameron,,0,Baltimore Orioles claimed CF Daz Cameron off waivers from Detroit Tigers.
2022-12-02,fa_minor,in,Franchy Cordero,,0,Baltimore Orioles signed free agent CF Franchy Cordero to a minor league contract.
2022-12-02,waiver_loss,out,,Jake Cave,0,Philadelphia Phillies claimed CF Jake Cave off waivers from Baltimore Orioles.
2022-12-02,waiver_claim,in,Lewin Díaz,,0,Baltimore Orioles claimed 1B Lewin Díaz off waivers from Pittsburgh Pirates.
2022-12-05,fa_minor,in,Ofreidy Gómez,,0,Baltimore Orioles signed free agent RHP Ofreidy Gómez to a minor league contract.
2022-12-05,fa_major,in,Kyle Gibson,,0,Baltimore Orioles signed free agent RHP Kyle Gibson.
2022-12-06,fa_minor,in,Nomar Mazara,,0,Baltimore Orioles signed free agent RF Nomar Mazara to a minor league contract.
2022-12-06,fa_minor,in,Josh Lester,,0,Baltimore Orioles signed free agent 3B Josh Lester to a minor league contract.
2022-12-07,waiver_claim,in,Andrew Politi,,0,Baltimore Orioles claimed RHP Andrew Politi off waivers from Worcester Red Sox.
2022-12-15,fa_major,in,Adam Frazier,,0,Baltimore Orioles signed free agent 2B Adam Frazier.
2022-12-19,fa_minor,in,Eduard Bazardo,,0,Baltimore Orioles signed free agent RHP Eduard Bazardo to a minor league contract.
2022-12-19,fa_minor,in,Wandisson Charles,,0,Baltimore Orioles signed free agent RHP Wandisson Charles to a minor league contract.
2022-12-19,fa_minor,in,Kyle Dowdy,,0,Baltimore Orioles signed free agent RHP Kyle Dowdy to a minor league contract.
2022-12-21,fa_major,in,Mychal Givens,,0,Baltimore Orioles signed free agent RHP Mychal Givens.
2022-12-21,trade,both,James McCann,,0,New York Mets traded C James McCann to Baltimore Orioles.
2022-12-23,trade,both,,Lewin Díaz,0,Baltimore Orioles traded 1B Lewin Díaz to Atlanta Braves.
2023-01-01,trade,both,,Tyler Nevin,1,Baltimore Orioles traded 3B Tyler Nevin to Detroit Tigers for cash.
2023-01-03,trade,both,Ryan O'Hearn,,1,Kansas City Royals traded 1B Ryan O'Hearn to Baltimore Orioles for cash.
2023-01-05,waiver_claim,in,Lewin Díaz,,0,Baltimore Orioles claimed 1B Lewin Díaz off waivers from Atlanta Braves.
2023-01-11,trade,both,Darwinzon Hernández,,1,Boston Red Sox traded LHP Darwinzon Hernandez to Baltimore Orioles for cash.
2023-01-13,trade,both,,Luis De La Cruz,0,Baltimore Orioles traded OF Luis De La Cruz to New York Mets.
2023-01-15,fa_minor,in,Raymond Sosa,,0,Baltimore Orioles signed free agent RHP Raymond Sosa to a minor league contract.
2023-01-15,fa_minor,in,Francisco Morao,,0,Baltimore Orioles signed free agent LHP Francisco Morao to a minor league contract.
2023-01-15,fa_minor,in,Keeler Morfe,,0,Baltimore Orioles signed free agent RHP Keeler Morfe to a minor league contract.
2023-01-15,fa_minor,in,Sebastián De Los Santos,,0,Baltimore Orioles signed free agent SS Sebastian De Los Santos to a minor league contract.
2023-01-15,fa_minor,in,Juan Rasquin,,0,Baltimore Orioles signed free agent RHP Juan Rasquin to a minor league contract.
2023-01-15,fa_minor,in,Adriander Mejía,,0,Baltimore Orioles signed free agent C Adriander Mejia to a minor league contract.
2023-01-15,fa_minor,in,Junior Aybar,,0,Baltimore Orioles signed free agent 2B Junior Aybar to a minor league contract.
2023-01-15,fa_minor,in,Rafael Suero,,0,Baltimore Orioles signed free agent RHP Rafael Suero to a minor league contract.
2023-01-15,fa_minor,in,Abraham Cohen,,0,Baltimore Orioles signed free agent OF Abraham Cohen to a minor league contract.
2023-01-15,fa_minor,in,Miguel Rodríguez,,0,Baltimore Orioles signed free agent C Miguel Rodriguez to a minor league contract.
2023-01-15,fa_minor,in,Luis Beltrán,,0,Baltimore Orioles signed free agent RHP Luis Beltran to a minor league contract.
2023-01-15,fa_minor,in,Fermin Magallanes,,0,Baltimore Orioles signed free agent RHP Fermin Magallanes to a minor league contract.
2023-01-15,fa_minor,in,Omar Urbina,,0,Baltimore Orioles signed free agent C Omar Urbina to a minor league contract.
2023-01-15,fa_minor,in,Eccel Correa,,0,Baltimore Orioles signed free agent RHP Eccel Correa to a minor league contract.
2023-01-15,fa_minor,in,Luis Vicioso,,0,Baltimore Orioles signed free agent C Luis Vicioso to a minor league contract.
2023-01-15,fa_minor,in,Kevin Velasco,,0,Baltimore Orioles signed free agent RHP Kevin Velasco to a minor league contract.
2023-01-15,fa_minor,in,Elvis Rojas,,0,Baltimore Orioles signed free agent OF Elvis Rojas to a minor league contract.
2023-01-15,fa_minor,in,Luis Guevara,,0,Baltimore Orioles signed free agent SS Luis Guevara to a minor league contract.
2023-01-15,fa_minor,in,Breiny Ramírez,,0,Baltimore Orioles signed free agent OF Breiny Ramirez to a minor league contract.
2023-01-15,fa_minor,in,Diorky Ortiz,,0,Baltimore Orioles signed free agent 2B Diorky Ortiz to a minor league contract.
2023-01-15,fa_minor,in,Javier González,,0,Baltimore Orioles signed free agent RHP Javier Gonzalez to a minor league contract.
2023-01-15,fa_minor,in,Raúl Leonte,,0,Baltimore Orioles signed free agent OF Raul Leonte to a minor league contract.
2023-01-15,fa_minor,in,José Mejía,,0,Baltimore Orioles signed free agent SS Jose Mejia to a minor league contract.
2023-01-15,fa_minor,in,Jhonanderson Robain,,0,Baltimore Orioles signed free agent C Jhonanderson Robain to a minor league contract.
2023-01-15,fa_minor,in,Félix Amparo,,0,Baltimore Orioles signed free agent SS Felix Amparo to a minor league contract.
2023-01-15,fa_minor,in,Xavier Alvero,,0,Baltimore Orioles signed free agent RHP Xavier Alvero to a minor league contract.
2023-01-15,fa_minor,in,Luis Almeyda,,0,Baltimore Orioles signed free agent SS Luis Almeyda to a minor league contract.
2023-01-15,fa_minor,in,Joshua Liranzo,,0,Baltimore Orioles signed free agent 3B Joshua Liranzo to a minor league contract.
2023-01-15,fa_minor,in,Juan Ortega,,0,Baltimore Orioles signed free agent C Juan Ortega to a minor league contract.
2023-01-15,fa_minor,in,Esteban Dicent,,0,Baltimore Orioles signed free agent RHP Esteban Dicent to a minor league contract.
2023-01-15,fa_minor,in,Mario Santana,,0,Baltimore Orioles signed free agent RHP Mario Santana to a minor league contract.
2023-01-15,fa_minor,in,Jose Yan,,0,Baltimore Orioles signed free agent RHP Jose Yan to a minor league contract.
2023-01-19,fa_minor,in,Reed Garrett,,0,Baltimore Orioles signed free agent RHP Reed Garrett to a minor league contract.
2023-01-26,trade,both,Cole Irvin; Kyle Virbitsky,Darell Hernaiz,0,Oakland Athletics traded LHP Cole Irvin and RHP Kyle Virbitsky to Baltimore Orioles for SS Darell Hernaiz.
2023-01-27,fa_minor,in,Curtis Terry,,0,Baltimore Orioles signed free agent 1B Curtis Terry to a minor league contract.
2023-02-10,fa_minor,in,Gilbert Lara,,0,Baltimore Orioles signed free agent SS Gilbert Lara to a minor league contract.
2023-03-26,passive_loss,out,,Kevin Smith,0,Baltimore Orioles released LHP Kevin Smith.
2023-03-26,passive_loss,out,,Griffin McLarty,0,Baltimore Orioles released RHP Griffin McLarty.
2023-03-26,passive_loss,out,,Robert Neustrom,0,Baltimore Orioles released OF Robert Neustrom.
2023-03-26,passive_loss,out,,Curtis Terry,0,Baltimore Orioles released 1B Curtis Terry.
2023-03-26,passive_loss,out,,Clayton McGinness,0,Baltimore Orioles released RHP Clayton McGinness.
2023-03-26,passive_loss,out,,Blaine Knight,0,Baltimore Orioles released RHP Blaine Knight.
2023-03-26,passive_loss,out,,Jake Prizina,0,Baltimore Orioles released LHP Jake Prizina.
2023-03-27,passive_loss,out,,Nomar Mazara,0,Baltimore Orioles released RF Nomar Mazara.
2023-03-27,passive_loss,out,,Franchy Cordero,0,Baltimore Orioles released CF Franchy Cordero.
2023-03-27,trade,both,Danny Coulombe,,1,Minnesota Twins traded LHP Danny Coulombe to Baltimore Orioles for cash.
2023-04-27,fa_minor,in,Ledwin Gonzalez,,0,Baltimore Orioles signed free agent LHP Ledwin Gonzalez to a minor league contract.
2023-05-03,trade,both,Luis Torrens,,1,Chicago Cubs traded C Luis Torrens to Baltimore Orioles for cash.
2023-05-18,fa_minor,in,Tim Susnara,,0,Baltimore Orioles signed free agent C Tim Susnara to a minor league contract.
2023-05-18,trade,both,Robbie Glendinning,,1,Kansas City Royals traded SS Robbie Glendinning to Baltimore Orioles for cash.
2023-05-23,fa_minor,in,Ben DeLuzio,,0,Baltimore Orioles signed free agent CF Ben DeLuzio to a minor league contract.
2023-05-24,fa_minor,in,Joseph Rosa,,0,Baltimore Orioles signed free agent 2B Joseph Rosa to a minor league contract.
2023-05-25,fa_minor,in,Jose Perez,,0,Baltimore Orioles signed free agent SS Jose Perez to a minor league contract.
2023-05-26,fa_minor,in,Simon Leandro,,0,Baltimore Orioles signed free agent RHP Alberto Leandro to a minor league contract.
2023-05-30,fa_major,in,Aaron Hicks,,0,Baltimore Orioles signed free agent CF Aaron Hicks.
2023-05-31,fa_minor,in,Eriner Batista,,0,Baltimore Orioles signed free agent RHP Eriner Batista to a minor league contract.
2023-06-16,passive_loss,out,,Mark Kolozsvary,0,C Mark Kolozsvary elected free agency.
2023-06-19,fa_minor,in,Juan Duran,,0,Baltimore Orioles signed free agent RHP Juan Duran to a minor league contract.
2023-06-23,fa_minor,in,Angel Bolivar,,0,Baltimore Orioles signed free agent RHP Angel Bolivar to a minor league contract.
2023-06-23,trade,both,,Spenser Watkins,1,Baltimore Orioles traded RHP Spenser Watkins to Houston Astros for cash.
2023-06-25,waiver_loss,out,,Reed Garrett,0,New York Mets claimed RHP Reed Garrett off waivers from Baltimore Orioles.
2023-06-26,fa_minor,in,Meibrys Viloria,,0,Baltimore Orioles signed free agent C Meibrys Viloria to a minor league contract.
2023-07-01,fa_minor,in,Wander Frias,,0,Baltimore Orioles signed free agent SS Wander Frias to a minor league contract.
2023-07-06,trade,both,,Chris Vallimont,1,Baltimore Orioles traded RHP Chris Vallimont to Cleveland Guardians for cash.
2023-07-11,fa_minor,in,Carlos Brito,,0,Baltimore Orioles signed free agent RHP Carlos Brito to a minor league contract.
2023-07-17,signed_other,in,Enrique Bradfield Jr.,,0,Baltimore Orioles signed OF Enrique Bradfield Jr..
2023-07-17,signed_other,in,Mac Horvath,,0,Baltimore Orioles signed OF Mac Horvath.
2023-07-18,fa_minor,in,Ty Weatherly,,0,Baltimore Orioles signed free agent RHP Ty Weatherly to a minor league contract.
2023-07-18,fa_minor,in,Jack Maruskin,,0,Baltimore Orioles signed free agent RHP Jack Maruskin to a minor league contract.
2023-07-19,signed_other,in,Teddy Sharkey,,0,Baltimore Orioles signed RHP Teddy Sharkey.
2023-07-19,signed_other,in,Levi Wells,,0,Baltimore Orioles signed RHP Levi Wells.
2023-07-19,signed_other,in,Jalen Vasquez,,0,Baltimore Orioles signed SS Jalen Vasquez.
2023-07-19,signed_other,in,Cole Urman,,0,Baltimore Orioles signed C Cole Urman.
2023-07-19,signed_other,in,Tavian Josenberger,,0,Baltimore Orioles signed OF Tavian Josenberger.
2023-07-19,signed_other,in,Kiefer Lord,,0,Baltimore Orioles signed RHP Kiefer Lord.
2023-07-19,signed_other,in,Zach Fruit,,0,Baltimore Orioles signed RHP Zach Fruit.
2023-07-19,signed_other,in,Blake Money,,0,Baltimore Orioles signed RHP Blake Money.
2023-07-19,signed_other,in,Matthew Etzel,,0,Baltimore Orioles signed OF Matthew Etzel.
2023-07-19,signed_other,in,Braxton Bragg,,0,Baltimore Orioles signed RHP Braxton Bragg.
2023-07-19,signed_other,in,Jake Cunningham,,0,Baltimore Orioles signed OF Jake Cunningham.
2023-07-19,signed_other,in,Zane Barnhart,,0,Baltimore Orioles signed RHP Zane Barnhart.
2023-07-19,signed_other,in,Riley Cooper,,0,Baltimore Orioles signed LHP Riley Cooper.
2023-07-19,signed_other,in,Nestor German,,0,Baltimore Orioles signed RHP Nestor German.
2023-07-19,signed_other,in,Jacob Cravey,,0,Baltimore Orioles signed RHP Jacob Cravey.
2023-07-19,trade,both,Shintaro Fujinami,Easton Lucas,0,Oakland Athletics traded RHP Shintaro Fujinami to Baltimore Orioles for LHP Easton Lucas.
2023-07-22,fa_minor,in,T.J. McFarland,,0,Baltimore Orioles signed free agent LHP T.J. McFarland to a minor league contract.
2023-07-25,signed_other,in,Jackson Baumeister,,0,Baltimore Orioles signed RHP Jackson Baumeister.
2023-07-25,signed_other,in,Michael Forret,,0,Baltimore Orioles signed RHP Michael Forret.
2023-08-01,trade,both,Jack Flaherty,César Prieto; Drew Rom; Zack Showalter,0,"St. Louis Cardinals traded RHP Jack Flaherty to Baltimore Orioles for 2B César Prieto, LHP Drew Rom and RHP Zack Showalter."
2023-08-01,trade,both,Logan Rinehart,Eduard Bazardo,0,Baltimore Orioles traded RHP Eduard Bazardo to Seattle Mariners for RHP Logan Rinehart.
2023-08-03,fa_minor,in,Joe Kemlage,,0,Baltimore Orioles signed free agent LHP Joe Kemlage to a minor league contract.
2023-08-03,trade,both,Luis Barroso,,1,Kansas City Royals traded RHP Luis Barroso to Baltimore Orioles for cash.
2023-08-04,fa_minor,in,Jeyderson Mora,,0,Baltimore Orioles signed free agent RHP Jeyderson Mora to a minor league contract.
2023-08-07,waiver_claim,in,Jacob Webb,,0,Baltimore Orioles claimed RHP Jacob Webb off waivers from Los Angeles Angels.
2023-08-09,fa_minor,in,Trey Gibson,,0,Baltimore Orioles signed free agent RHP Trey Gibson to a minor league contract.
2023-08-19,passive_loss,out,,Mychal Givens,0,Baltimore Orioles released RHP Mychal Givens.
2023-09-02,waiver_claim,in,Jorge López,,0,Baltimore Orioles claimed RHP Jorge López off waivers from Miami Marlins.
2023-09-04,waiver_loss,out,,Logan Gillaspie,0,Boston Red Sox claimed RHP Logan Gillaspie off waivers from Baltimore Orioles.
2023-09-15,fa_minor,in,Albert Suárez,,0,Baltimore Orioles signed free agent RHP Albert Suárez to a minor league contract.
2023-10-04,passive_loss,out,,Jorge López,0,RHP Jorge López elected free agency.
2023-10-06,fa_minor,in,Luis González,,0,Baltimore Orioles signed free agent LHP Luis González to a minor league contract.
2023-10-13,fa_minor,in,Guachi  Jules,,0,Baltimore Orioles signed free agent RHP Guachi  Jules to a minor league contract.
2023-10-23,fa_minor,in,Nate Webb,,0,Baltimore Orioles signed free agent RHP Nathan Webb to a minor league contract.
2023-10-25,waiver_claim,in,Tucker Davidson,,0,Baltimore Orioles claimed LHP Tucker Davidson off waivers from Kansas City Royals.
2023-11-01,waiver_claim,in,Sam Hilliard,,0,Baltimore Orioles claimed RF Sam Hilliard off waivers from Atlanta Braves.
2023-11-02,passive_loss,out,,Shintaro Fujinami,0,RHP Shintaro Fujinami elected free agency.
2023-11-02,passive_loss,out,,Aaron Hicks,0,CF Aaron Hicks elected free agency.
2023-11-02,passive_loss,out,,Jack Flaherty,0,RHP Jack Flaherty elected free agency.
2023-11-02,passive_loss,out,,Adam Frazier,0,2B Adam Frazier elected free agency.
2023-11-02,passive_loss,out,,Kyle Gibson,0,RHP Kyle Gibson elected free agency.
2023-11-09,fa_minor,in,Adrian Heredia,,0,Baltimore Orioles signed free agent RHP Adrian Heredia to a minor league contract.
2023-11-10,fa_minor,in,Andy Tena,,0,Baltimore Orioles signed free agent LHP Andy Tena to a minor league contract.
2023-11-21,fa_minor,in,Jakob Hernandez,,0,Baltimore Orioles signed free agent LHP Jakob Hernandez to a minor league contract.
2023-12-01,fa_minor,in,Jordan Sanchez,,0,Baltimore Orioles signed free agent OF Jordan Sanchez to a minor league contract.
2023-12-02,fa_minor,in,Santhony Vizcaino,,0,Baltimore Orioles signed free agent RHP Santhony Vizcaino to a minor league contract.
2023-12-02,fa_minor,in,Andy Fabian,,0,Baltimore Orioles signed free agent LHP Andy Fabian to a minor league contract.
2023-12-06,fa_major,in,Craig Kimbrel,,0,Baltimore Orioles signed free agent RHP Craig Kimbrel.
2023-12-12,fa_minor,in,Wandisson Charles,,0,Baltimore Orioles signed free agent RHP Wandisson Charles to a minor league contract.
2023-12-18,trade,both,Jonathan Heasley,Cesar Espinal,0,Kansas City Royals traded RHP Jonathan Heasley to Baltimore Orioles for RHP Cesar Espinal.
2023-12-30,fa_minor,in,Michael Pérez,,0,Baltimore Orioles signed free agent C Michael Perez to a minor league contract.
2023-12-30,fa_minor,in,David Bañuelos,,0,Baltimore Orioles signed free agent C David Bañuelos to a minor league contract.
2024-01-04,fa_minor,in,Dominic Freeberger,,0,Baltimore Orioles signed free agent 3B Dominic Freeberger to a minor league contract.
2024-01-10,fa_minor,in,Errol Robinson,,0,Baltimore Orioles signed free agent SS Errol Robinson to a minor league contract.
2024-01-15,fa_minor,in,Elvin Garcia,,0,Baltimore Orioles signed free agent SS Elvin Garcia to a minor league contract.
2024-01-15,fa_minor,in,Christian Astudillo,,0,Baltimore Orioles signed free agent C Christian Astudillo to a minor league contract.
2024-01-15,fa_minor,in,Enmanuel Corniel,,0,Baltimore Orioles signed free agent OF Enmanuel Corniel to a minor league contract.
2024-01-15,fa_minor,in,Argenis Valdez,,0,Baltimore Orioles signed free agent OF Argenis Valdez to a minor league contract.
2024-01-15,fa_minor,in,Cleudis Valenzuela,,0,Baltimore Orioles signed free agent SS Cleudis Valenzuela to a minor league contract.
2024-01-15,fa_minor,in,Anthwan Brea,,0,Baltimore Orioles signed free agent OF Anthwan Brea to a minor league contract.
2024-01-15,fa_minor,in,Alexander Rincon,,0,Baltimore Orioles signed free agent OF Alexander Rincon to a minor league contract.
2024-01-15,fa_minor,in,Victor Santos,,0,Baltimore Orioles signed free agent LHP Victor Santos to a minor league contract.
2024-01-15,fa_minor,in,Emilio Sanchez,,0,Baltimore Orioles signed free agent SS Emilio Sanchez to a minor league contract.
2024-01-15,fa_minor,in,Esteban Mejia,,0,Baltimore Orioles signed free agent RHP Esteban Mejia to a minor league contract.
2024-01-15,fa_minor,in,Frainner Chirinos,,0,Baltimore Orioles signed free agent SS Frainner Chirinos to a minor league contract.
2024-01-15,fa_minor,in,Juan Garcia,,0,Baltimore Orioles signed free agent C Juan Garcia to a minor league contract.
2024-01-15,fa_minor,in,Stiven Martinez,,0,Baltimore Orioles signed free agent OF Stiven Martinez to a minor league contract.
2024-01-15,fa_minor,in,Jemone Nuel,,0,Baltimore Orioles signed free agent SS Jemone Nuel to a minor league contract.
2024-01-15,fa_minor,in,Saul Gomez,,0,Baltimore Orioles signed free agent 3B Saul Gomez to a minor league contract.
2024-01-15,fa_minor,in,Hector Campusano,,0,Baltimore Orioles signed free agent SS Hector Campusano to a minor league contract.
2024-01-15,fa_minor,in,Luis Espinoza,,0,Baltimore Orioles signed free agent RHP Luis Espinoza to a minor league contract.
2024-01-15,fa_minor,in,Angel Garcia,,0,Baltimore Orioles signed free agent OF Angel Garcia to a minor league contract.
2024-01-22,fa_minor,in,Robinson Javier,,0,Baltimore Orioles signed free agent RHP Robinson Javier to a minor league contract.
2024-01-22,fa_minor,in,Salvador Casado,,0,Baltimore Orioles signed free agent RHP Salvador Casado to a minor league contract.
2024-01-22,trade,both,Tyler Nevin,,1,Detroit Tigers traded 3B Tyler Nevin to Baltimore Orioles for cash.
2024-01-23,fa_minor,in,Daniel Johnson,,0,Baltimore Orioles signed free agent RF Daniel Johnson to a minor league contract.
2024-01-25,fa_minor,in,Ronald Guzmán,,0,Baltimore Orioles signed free agent LHP Ronald Guzmán to a minor league contract.
2024-01-30,fa_minor,in,Andrew Suárez,,0,Baltimore Orioles signed free agent LHP Andrew Suárez to a minor league contract.
